660,66,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1;
661,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0;
662,257,ship service nabyc obligacja wyemitowac przez,1;
663,226,  transakcja na akcja spolka,1;
664,3,umowy pomiedzy kapitalowy a statoil fuel & retail,1;
665,66,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1;
666,100,anwil nabyc obligacja wyemitowac przez,1;
667,8,transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,0;
668,66,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1;
669,367,  anwil nabyc obligacja wyemitowac przez,1;
670,3,polski koncern naftowy podpisac z shell polski umowa na sprzedaz paliwo,1;
671,3,podpisac z lukoil polski umowa na sprzedaz paliwo,1;
672,3,podpisac z biskup europa umowa na sprzedaz paliwo,1;
673,3,transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,1;
674,66,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1;
675,8,transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0;
676,8,ship service nabyc obligacja spolki.,0;
677,8,  transakcja na akcja spolka,0;
678,248,sprzedaz kolejny czesc zapas obowiazkowy ropa naftowy,0;
679,3,umowy pomiedzy kapitalowy a shell,1;
680,66,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1;
681,284,iks solino nabyc obligacja wyemitowac przez,1;
682,3,transport nabyc obligacja wyemitowac przez,1;
683,395,  ksiegowosc nabyc obligacja wyemitowac przez,1;
684,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0;
685,8,podpisac z mercuria energy trading aneks do umowy na dostawa ropa naftowy,0;
686,3,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1;
687,317,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1;
688,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0;
689,8,zawarcie kolejny aneks do umowy pomiedzy rafineria trzebinia i pgnig,0;
690,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0;
691,8,transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy spolka,0;
692,66,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1;
693,241,transport nabyc obligacja spolki.,1;
694,3,paliwo sp. z o.o. nabyc obligacja spolka,1;
695,8,  transakcja na akcja spolka,0;
696,8,  anwil nabyc obligacja wyemitowac przez,0;
697,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0;
698,8,ship service nabyc obligacja wyemitowac przez spolke.,0;
699,3,transakcja na akcja spolka przez osoba blisko zwiazac z czlonek rad nadzorczej.,1;
700,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0;
701,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,0;
702,3,transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy spolka,1;
703,3,zawarcie umowic na budowa i na serwis elektrownia we wloclawku,1;
704,8,paliwo sp. z o.o. nabyc obligacja spolki.,0;
705,8,transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0;
706,3,iks solino nabyc obligacja spolki.,1;
707,241,transport nabyc obligacja spolki.,1;
708,3,ksiegowosc sp. z o.o. nabyc obligacja spolki.,1;
