0,42,informowac,0;
1,61,raport kwartalny,1;
2,16,nabycie akcja spolka,1;
3,5,objecie krotkoterminowy papier dluzny spolka szkolny,0;
4,33,zbycie akcja spolka,0;
5,2,zmiana termin raport roczny,0;
6,6,termin i porzšdek obrada zwza,0;
7,24,raport roczny,0;
8,6,spelnienie warunkowy umowy,0;
9,37,projekt uchwala zwza,0;
10,10,umowa spolka zalezny z pbk,1;
11,4,wykaz akcjonariusz,1;
12,4,uchwala zwza,1;
13,5,sklad rad nadzorczy,1;
14,6,nowy akcjonariusz,1;
15,42,informowac,1;
16,23,termin i porzšdek obrada nwza,1;
17,5,wynik finansowy,0;
18,6,rejestracja kapital akcyjny w podmiot stowarzyszony,1;
19,45,termin raport roczny skonsolidowac,0;
20,61,raport kwartalny,0;
21,43,projekt uchwala nwza,1;
22,27,raport kwartalny skonsolidowac,1;
23,12,uchwala nwza,0;
24,28,akcjonariusz 5 proc.,0;
25,3,przedluzenie umowy z pzu,1;
26,19,raport polroczny,0;
27,18,umowa o subemisje uslugowš akcja,0;
28,5,wynik finansowy,1;
29,33,zbycie akcja spolka,1;
30,11,zakonczenie subskrypcja,1;
31,9,prezes kupic 23408 akcja po 2 zloty,1;
32,47,zakonczenie subskrypcja akcja,1;
33,61,raport kwartalny,1;
34,27,raport kwartalny skonsolidowac,1;
35,29,korekta skonsolidowac raport za iii kwartal 2000 rok,0;
36,27,raport kwartalny skonsolidowac,0;
37,25,transakcja na powyzej 500 tys. euro,0;
38,11,odwolanie czlonek zarzad,1;
39,43,zwiekszenie udzial w kapital akcyjny spolka zalezny wkra,1;
40,15,podwyzszenie kapital zakladowy szkolny sp. z o.o.,1;
41,39,umowa kredytowy wkra,1;
42,59,postanowienie sad,1;
43,5,zlozenie apelacja,0;
44,2,termin raport okresowy,0;
45,2,termin raport okresowy,0;
46,5,wynik finansowy,0;
47,6,skonsolidowac raport kwartalny,0;
48,4,list intencyjny spolka zalezny,0;
49,26,termin i porzadek obrada nwza,0;
50,8,aneks do umowy z empik sp. z o.o.,0;
51,44,zmiana termin przeslaniac rapotru roczny,0;
52,6,projekt uchwala wza,0;
53,5,wynik finansowy,1;
54,5,wynik finansowy,1;
55,12,raport kwartalny sa q,1;
56,46,korekta raport biezacy,1;
57,2,skonsolidowac raport kwartalny sa qs,1;
58,6,umowy przyrzeczenie sprzedaz akcja wkra,1;
59,6,zmiana termin skonsolidowac raport roczny za 2000 rok,0;
60,6,zbycie akcja przez wiceprzewodniczaca rad nadzorczy,0;
61,14,wiceprezes zarzad zbyc akcja spolka,0;
62,6,zakup akcja wlasny,1;
63,26,termin i porzadek obrada nwza,1;
64,49,korekta termin nwza,1;
65,45,porozumienie wekslowy na rzecz wsip,1;
66,5,projekt uchwala na nwza dzien 14 lipiec 2001 rok,1;
67,5,wynik finansowy,0;
68,6,akcjonariusz uczestniczyc w nwza,0;
69,18,zbycie czesc akcja przez przewodniczacy rad nadzorczy,0;
70,10,zakup akcja przez p. grazyne kaczmarek,1;
71,20,transakcja na kwota powyzej 500 tysiac euro,1;
72,9,zbycie akcja przez wiceprezes zarzad,1;
73,55,zbycie akcja przez przewodniczacy rad nadzorczy,1;
74,2,wiceprezes zarzad nabyc akcja spolka,1;
75,19,przewodniczacy rn nabyc akcja spolka,1;
76,6,zbycie akcja przez wiceprzewodniczaca rad nadzorczy,1;
77,59,nabycie akcja przez wiceprzewodniczaca rad nadzorczy,0;
78,56,zbycie czesc akcja przez przewodniczacy rn,0;
79,30,nabycie akcja przez przewodniczacy rn,0;
80,12,podwyzszenie kapital akcyjny zwiazac z emisja akcja seria b1,1;
81,10,zbycie czesc akcja przez wlodzimierza czarzastego,0;
82,6,nabycie czesc akcja przez wlodzimierza czarzastego,0;
83,37,raport polroczny sa p,0;
84,52,umowa ubezpieczeniowy z generali tu,0;
85,61,raport kwartalny,1;
86,6,wezwanie do odkupienie akcja pdk,1;
87,20,skonsolidowac raport polroczny sa ps,1;
88,5,sprzedaz akcja spolka,1;
89,4,zakup akcja spolka,1;
90,38,zarejestrowac podwyzszenie kapital zakladowy,1;
91,5,terminarz raport okresowy,0;
92,22,zmiana termin raport okresowy,0;
93,3,zarejestrowac akcja seria b1  b2 i b3 w kdpw,1;
94,12,wniosek o wprowadzenie akcja do obrot na gpw,0;
95,20,zmiana umowy z empik sp. z o.o.,0;
96,51,wprowadzenie do obrot akcja seria b1,0;
97,6,skonsolidowac raport kwartalny,0;
98,51,wprowadzenie do obrot akcja seria b1,0;
99,31,zakup akcja przez prezes zarzad,0;
100,6,skonsolidowac raport kwartalny,0;
101,6,termin i porzadek obrada zzwza,1;
102,8,raport roczny sa r,1;
103,5,rezygnacja czlonek rn   pan marka nowakowskiego,1;
104,8,rezygnacja czlonek rn   pan krzysztofa barembrucha,1;
105,6,projekt uchwala wza,1;
106,28,akcjonariusz 5 proc.,1;
107,45,porozumienie wekslowy na rzecz wsip,1;
108,10,zarejestrowac obnizenie kapital zakladowy,1;
109,53,zmiana termin skonsolidowac raport roczny za 2001 rok,1;
110,43,informacja od znaczacy akcjonariusz,1;
111,27,projekt uchwala,1;
