0,23,zatrudnienie doradca,1
1,23,raport kwartalny,0
2,23,objecie udzial w o'le sp. z o.o.,0
3,23,aport do radio trefl,0
4,23,raport kwartalny skonsolidowac,1
5,23,raport kwartalny skonsolidowac wedlug ias,1
6,23,wniosek o dopuscic do obrot,1
7,23,termin i porzšdek obrada zwza,1
8,23,wniosek o dopuscic akcja do obrot,0
9,23,transakcja z podmiot powišzanymi,0
10,23,aneks do porozumienie wstepne,0
11,23,dopuscic akcja do obrot gieldowy,0
12,23,odwolanie czlonek zarzšdu,0
13,23,rozbudowa uslugi internetowy,0
14,23,wniesc aport,1
15,23,projekt uchwala na wza,1
16,23,uchwala wza i wladza spolka,1
17,23,uchwala podjac na walny zgromadzenie,0
18,23,akcja pracowniczy,1
19,23,wynik finansowy,1
20,23,sprzedaz akcja pracowniczy,0
21,23,podpisac umowy z porr polski,1
22,23,umowa z porr polski,1
23,23,umowa na dostawa maszyna drukarski,0
24,23,bankers trust company przekroczyc 10 proc. glos na wza,0
25,23,wynik fiansowe,1
26,23,powolanie czlonek zarzšdu,1
27,23,raport kwartalny,0
28,23,raport kwartalny skonsolidowac,0
29,23,wynik za pierwsze dwa kwartal 2000 r. ias,0
30,23,wyga?niecie list intencyjny,1
31,23,zmiana wysoko?ci i struktura kapital akcyjny kkkfm,0
32,23,zakup wyszukiwarka altavista,0
33,23,nazwa portal,1
34,23,termin i porzšdek obrada nwza,1
35,23,porzšdek wza   korekta,0
36,23,projekt uchwala wza,1
37,23,sprzedaz akcja przez wiceprezes,1
38,23,holding sp. z o.o. nabyc akcja kkk femtometr,0
39,23,uchwala wza,1
40,23,uchwala wza,1
41,23,akcjonariusz 5 proc.,1
42,23,wynik finansowy,0
43,23,raport polroczny skonsolidowac,0
44,23,raport polroczny,0
45,23,raport kwartalny,1
46,23,raport kwartalny skonsolidowac,1
47,23,termin raport okresowy,0
48,23,duzy pakiet akcja,1
49,23,umowy regulowac zasada zbywac akcja,1
50,23,termin start portal,0
51,23,rusza portal,0
52,27,sprzedaz akcja przez czlonek zarzad,1
53,23,wstepne wynik jednostkowy za cztery kwartal rok 2000,1
54,23,raport kwartalny,0
55,23,skonsolidowac raport kwartalny,0
56,23,transakcja z podmiot powiazac,1
57,23,oglaszac wezwanie na akcja ams,1
58,23,zmiana cena w wezwanie na akcja ams,0
59,23,sprzedaz akcja spolka,0
60,23,zmiana cena i tresci wezwanie na akcja ams,0
61,23,zaniechanie nabycie akcja ams,0
62,23,termin przekazac raport roczny,0
63,23,skonsolidowac raport roczny,0
64,23,raport roczny,0
65,23,wynki finansowy,0
66,23,sprzedaz akcja tkp,0
67,23,transakcja z podmiot powiazac,0
68,23,nabycie udzial w city magazine,1
69,23,skonsolidowac raport kwartalny sa qs,1
70,23,raport kwartalny sa q,1
71,23,wynik kwartalne,1
72,23,zwolanie wza,1
73,23,objecie udzial w centrum handel internetowy,1
74,23,nabycie udzial w radio wanda sp. z o. o.,1
75,23,wzajemny umowa regulowac zasada obrot papier wartosciowy,0
76,23,uchwala wza,1
77,23,struktura akcjonariat,1
78,23,informacja o powolanie czlonek rad nadzorczy,1
79,23,wyjasnienie do informacja prasowy dotyczyc uchwala wza,1
80,23,wniosek o wprowadzenie do obrot gieldowy 2.870.845 akcja,1
81,23,nabycie udzial w radio klasyka 103 7 femtometr,1
82,23,wstepne wynik jednostkowy za pierwsze dwa kwartal rok 2001,1
83,23,nabycie udzial w radio trefl 103/99 2 femtometr,0
84,23,skonsolidowac raport kwartalny sa qs,0
85,23,raport kwartalny sa q,0
86,23,wynik dwa kwartal wg. msr,0
87,23,nabycie udzial,1
88,23,sprzedaz akcja spolka,0
89,23,termin i porzadek zwolanie nwza,0
90,23,projekt uchwala na nwza,0
91,23,wstepne wynik jednostkowy za pierwsze trzy kwartal rok 2001,1
92,23,struktura akcjonariat,0
93,23,uchwala nwza,0
94,23,skonsolidowac raport kwartalny sa qs,1
95,23,raport kwartalny sa q,1
96,23,wynik pierwszy trzy kwartal 2001 r. (msr),1
97,23,sprzedaz akcja spolka,0
98,23,daleki oszczednosci w spolka,1
99,23,nabycie udzial w radio echo,1
100,23,nabycie udzial,1
101,23,nabycie akcja spolka,0
102,23,nabycie akcja spolka   korekta,0
103,23,zwiekszenie udzial w radio echo,1
104,23,przekazywac raport kwartalny,1
105,23,skonsolidowac raport kwartalny sa qs,1
106,23,sprawozdanie finansowy wedlug msr,1
107,23,sprawozdanie finansowy wedlug msr  poprawic,1
108,23,umowa inwestycyjny   kupno czasopismo proszynskiego,0
109,23,zalozenie nowy spolka,1
110,23,podpisac umowy kredytowy,0
111,23,zwiekszenie udzial w polski badanie internet,0
112,23,nabycie czasopismo proszynskiego,1
113,23,skonsolidowac raport roczny sa rs,1
114,23,raport roczny sa r,1
115,23,skonsolidowac raport kwartalny,1
116,23,raport kwartalny wedlug msr,1
117,23,termin i porzadek obrada wza,0
118,23,rezygnacja z ubiegac siebie o wybor w nastepna kadencja,0
119,23,zmiana czlonek rad nadzorczy spolka,1
120,23,chi zmieniac wlasciciel,1
121,23,projekt uchwala na wza,0
122,23,zwiekszenie udzial w radio pomoc,0
123,23,zamiar nabycie udzial w ams,0
124,23,uchwala wza,1
125,23,informacja o powolanie czlonek rad nadzorczy,1
126,23,struktura akcjonariat,1
127,9,wprowadzenie akcja do obrot na gpw,1
128,27,sprzedaz akcja przez czlonek zarzad,1
129,23,korekta komunikat rb 26/2002,1
130,23,spelnienie siebie dwa warunki zawieszac wykonanie umowy,1
131,23,zamiar polaczenie z city magazine sp. z o.o.,1
132,23,rozszerzyc skonsolidowac raport kwartalny,1
133,23,dotyczyc umowy zobowiazywac do sprzedaz akcja ams,1
134,23,dotyczyc umowy zobowiazywac do sprzedaz akcja ams,1
135,23,umowa zobowiazywac do sprzedaz akcja ams,0
136,23,umowa zobowiazywac do sprzedaz akcja ams,1
137,23,aneks do umowy zobowiazujacej do sprzedaz akcja ams,1
138,23,aneks do umowy zobowiazywac do sprzedaz akcja ams,1
139,23,zmiana termin przekazac raport polroczny,0
140,23,ogloszenie wezwanie do sprzedaz akcja ams,1
141,23,raport polroczny sa p,1
142,23,komunikat w sprawa prezentacja wynik finansowy,1
143,23,termin i porzadek obrada wza,0
144,23,zawarcie transakcja z podmiot powiazac ams,0
