2376,23,raport kwartalny,1
2377,23,projekt uchwala na zwza,1
2378,23,skonsolidowac sprawozdanie finansowy msr,1
2379,23,uchwala podjac na zwza,1
2380,23,zostanš utworzyc nowe spolka transportowy,1
2381,23,projekt uchwala na nwza,1
2382,23,zmiana w zatrudnienie,1
2383,23,uchwala nwza,0
2384,23,podziemny magazyn paliwo,1
2385,23,wstepny okolnik ofertowy,1
2386,23,od 1 lipiec 2000 r. regionalny biuro handel detaliczny,1
2387,23,uruchomic produkcja polietylen,1
2388,23,decyzja kpwig,0
2389,23,zmiana w zarzšdzie spolka,1
2390,23,uzupelnienie raport roczny,1
2391,23,wynik finansowy,1
2392,23,zmiana w tre?ci prospekt emisyjny akcja seria d,1
2393,23,zbycie akcja spolka,1
2394,23,porozumienie z abn amro n.v.,1
2395,23,odwolanie od decyzja uokik,1
2396,23,emisja obligacja zamienny seria a,1
2397,23,raport polroczny,0
2398,23,termin raport sa ps,0
2399,23,raport polroczny skonsolidowac msr,0
2400,23,produkcja nowe olej,0
2401,23,wypowiedzenie uklad zbiorowy praca,0
2402,23,raport polroczny skonsolidowac,0
2403,23,umowa z bank handlowy,1
2404,23,zwrot zaleglo?ci podatkowy,0
2405,23,umowa z roland berger & partner,1
2406,23,uchylic kar nalozyc przez uokik,1
2407,23,umowa kredytowy,0
2408,23,uruchomic instalacja do kompozyt benzyna,0
2409,23,raport kwartalny,0
2410,23,nabycie akcja spolka z.a. anwil,0
2411,23,nabycie akcja z.a. anwil,0
2412,19,zmiana w sklad rad nadzorczy,0
2413,23,instalacja hydroodsiarczania olej napedowy vi,0
2414,23,termin i porzadek obrada nwza,0
2415,23,skonsolidowac skrocic sprawozdanie finansowy wg. msr,0
2416,23,termin przekazywac raport okresowy w 2001 r.,1
2417,23,uruchomic instalacja reforming vi,0
2418,23,zawarcie umowy na dostawa ropa,0
2419,23,zaprzestanie produkcja benzyna etylizowac etylina 94,0
2420,23,rezygnacja przewodniczacy rad nadzorczy,0
2421,23,sprzedaz przez petroeltech sp. z o.o. akcja spolka,1
2422,23,rezygnacja czlonek rn,1
2423,23,przerwa w nwza,1
2424,23,umowa na zakup lekki ropa naftowy,1
2425,23,umowa na dostawa ropa z petrobaltic sp. z o.o.,1
2426,23,zakup akcja spolka bht dromech,1
2427,23,uzupelnienie do raport,1
2428,23,przerwa w obrada nwza,1
2429,23,rejestracja spolka koltrans sp. z o.o.,1
2430,23,rejestracja zaklad urzadzenie dystrybucyjny sp. z o.o.,0
2431,23,umowa na dostawa ropa naftowy z veba supply & trading gmbh,0
2432,23,zawarcie umowic sprzedaz produkt,1
2433,23,korekta raport biezacy,1
2434,23,ekodisel plus 50,1
2435,23,nwza zakonczyc obrady ustalac zmiana w sklad rn,1
2436,23,korekta raport numer 4/2001,1
2437,23,uchwala po nwza podjac w dzien 10 styczen 2001 r.,1
2438,23,franklin resources  inc. posiadac ponad 5  akcja,1
2439,23,transakcja z podmiot zalezny,1
2440,23,laczyc spolka,1
2441,23,raport kwartalny,1
2442,23,umowy z silesia sp. z o.o. i pgnig,1
2443,23,rozbudowa elektrocieplownia w,1
2444,23,zaplata za akcja polkomtel,1
2445,23,zgoda uokik,1
2446,23,m.mroczkowski czasowo prezes zarzad spolka polkomtel,1
2447,23,korekta raport numer 17/2001,1
2448,23,raport roczny,0
2449,23,nabycie udzial przez petrogaz plock sp. z o.o.,0
2450,23,korekta raport numer 19/2001,0
2451,23,termin i porzadek obrada zwza,0
2452,23,przekazac do gus wynik po i kwartal 2001 r.,1
2453,23,raport kwartalny sa q,1
2454,23,wynik za rok 2000 wedlug msr,1
2455,23,program level i dla w stan zjednoczyc,0
2456,23,uchwala podjac przez zwza 14 maja 2001 rok,1
2457,23,skonsolidowac raport kwartalny sa qs,1
2458,19,zmiana w sklad rad nadzorczy,1
2459,23,wplyw metoda wycena zapas na wynik finansowy,0
2460,23,skonsolidowac sprawozdanie finansowy za i kwartal 2001,0
2461,23,akcja premiowy,1
2462,23,akcjonariusz 5 ,1
2463,23,zwolanie nwza na dzien 6 lipiec 2001 rok,0
2464,23,w wybor wiceprzewodniczacego i sekretarz rn,1
2465,23,nabycie akcja spolka zaklady azotowy anwil od biga bg,1
2466,23,projekt uchwala na nwza,1
2467,23,pozyczka dla polkomtel,1
2468,23,program rozwoj spolka na latac 2001 2010,1
2469,23,nabycie udzial spolka el dystrybucja sp. z o.o.,1
2470,23,uchwala na nwza,1
2471,23,zbycie udzial spolka petrogaz inowroclaw sp. z o.o.,0
2472,23,emerging markets growth fund.  inc w posiadanie ponad 5  akcja,0
2473,23,przedluzenie umowy z bmp trading gmbh&co.kg,1
2474,23,franklin resources  inc. zmniejszyc liczba akcja,1
2475,23,obligacja zamienny na akcja dla czlonek zarzad,1
2476,23,wynik finansowy,1
2477,23,emisja obligacji.,0
2478,23,emisja obligacja   pierwsza seria,0
2479,23,emisja obligacja pierwsza seria   korekta,0
2480,23,trzeci etap prywatyzacja,0
2481,23,emisja obligacja (druga i trzecia seria),0
2482,23,raport kwartalny sa q,0
2483,23,zatwierdzenie przez rn strategia na latac 2001 2005,1
2484,23,porozumienie o wspolpraca z nafta polski,0
2485,23,trzeci etap prywatyzacja,0
2486,23,skonsolidowac raport kwartalny,0
2487,23,otwarcie postepowanie ukladowy,0
2488,23,raport polroczny skonsolidowac w inny termin,1
2489,23,planowy remont olefina ii,1
2490,23,zmiana kapital zakladowy koltrans sp. z o.o.,1
2491,23,zlozenie podanie o upadlosc firma bht dromech,1
2492,23,wstrzymanie wydawanie i umarzac kwit depozytowy,1
2493,23,wplyw metoda wycena zapas na wynik finansowy,1
2494,23,raport polroczny skonsolidowac,1
2495,23,raport polroczny skonsolidowac   poprawic,1
2496,23,sprawozdanie finansowy za 1 polrocze 2001 wedlug msr,1
2497,23,skonsolidowac raport polroczny sa ps,1
2498,23,wznowienie wydawanie i umarzac kwit depozytowy,1
2499,23,zmiana sklad rad nadzorczy spolka,1
2500,23,zaprzeczenie informacja dotyczyc rzekomy naduzyc,1
2501,23,rn aprobowac program rozwoj czesc petrochemiczny,0
2502,23,oswiadczenie o objecie 6 020 udzial w petrogaz sp. z o.o.,0
2503,23,ogloszenie upadlosc bht dromech,0
2504,23,pozyczka dla polkomtel,0
2505,23,przystapienie do negocjacja z   3 etap prywatyzacja,0
2506,23,przedluzenie remont olefina ii,0
2507,23,zarejestrowac spolka zawitac swinoujscie sp. z o.o.,0
2508,23,dane przekazac do gus za iii kwartal 2001,0
2509,23,korekta raport biezacy numer 75/2001,0
2510,23,przedluzenie umowy o wylacznosc rozmowic z firma basell,0
2511,23,raport kwartalny,0
2512,23,zwolanie nwza,0
2513,23,zmiana termin skonsolidowac raport za 3 kwartal,0
2514,23,skonsolidowac raport kwartalny sa qs,0
2515,23,wplyw metoda wycena zapas na wynik finansowy,0
2516,23,skonsolidowac sprawozdanie finansowy po 3 kw. 2001 wedlug msr,0
2517,23,rejestracja spolka samrelaks machocice sp. z o.o.,0
2518,23,sprzedaz udzial spolka el dystrybucja sp. z o.o.,1
2519,19,zmiana w sklad rad nadzorczy,1
2520,23,termin przekazywac raport okresowy,1
2521,23,postepowanie likwidacyjny petrogaz nowa brzeznica,1
2522,23,sprzedaz udzial spolka p.u. zielen sp. z o.o.,0
2523,23,zawarcie kontrakt na dostawa paliwo,0
2524,23,podwyzszenie kapital sanatorium uzdrowiskowy krystynka,0
2525,23,fitch przyznac ocena kredytowy,0
2526,23,umowa z firma brytyjski kbc process technology ltd.,0
2527,23,umowa z abb lumus global gmbh,0
2528,23,ilosciowy sprzedaz detaliczny za 4 kw. oraz za 2 polrocze 2001,0
2529,23,realizacja celi  kluczowy parametr planowanie na 2002 2005,0
2530,23,zmiana porzadek obrada nwza,0
2531,23,zawarcie umowy z shell global solutions b.v.,0
2532,23,kontrola skarbowy w rafineria trzebinia,0
2533,23,projekt uchwala,0
2534,23,podwyzszenie kapital zakladowy w petrotel sp. z o.o.,0
2535,23,korekta raport numer 11/2002,0
2536,23,liczba akcja w posiadanie the bank of new york,1
2537,23,odwolanie prezes zarzad,1
2538,23,skladanie wyjasnienie w prokuratura okregowy przez prezes zarzad,1
2539,23,zmiana w zarzad i rad nadzorczy,1
2540,23,wstrzymanie wykonanie decyzja iks w rafineria trzebinia,1
2541,23,decyzja the bank of new york,1
2542,23,zmiana w projekt uchwala na nwza w dzien 21 luty,1
2543,23,raport kwartalny sa q,1
2544,23,uchwala nwza,1
2545,23,wyrok sad najwyzszy,1
2546,23,zakup akcja ship service,1
2547,19,zmiana w sklad rad nadzorczy,1
2548,23,podwyzszenie kapital akcyjny cpn serwis rzeszow sp. z o.o.,1
2549,23,zmiana liczba akcja w posiadanie the bank of new york,1
2550,23,wykaz akcjonariusz,1
2551,23,skonsolidowac raport kwartalny sa qs,1
2552,23,wniosek o upadlosc spolka petrogaz nowa brzeznica,1
2553,23,zmiana w sklad zarzad,1
2554,23,podzial funkcja pomiedzy wiceprezes zarzad,0
2555,23,wpis do rejestr zastaw skarbowy,0
2556,23,termin przekazywac raport okresowy w 2002 rok,1
2557,23,emerging markets growth fund. zmniejszyc liczba akcja,1
2558,23,objecie 3.000 udzial spolka petrogaz plock sp. z o.o.,1
2559,23,podwyzszenie kapital zakladowy w petro oil sp. z o.o.,1
2560,23,zmiana w zarzad w polkomtel,0
2561,23,akcja gasic zbiornik w rafineria trzebina,1
2562,23,sytuacja w rafineria trzebinia calkowicie opanowany,1
2563,23,raport roczny sa r,1
2564,23,wplyw wycena zapas metoda lifo,0
2565,23,sprawozdanie finansowy wedlug mssf,0
2566,23,skonsolidowac raport roczny,0
2567,23,umowa kredyt dla iks solino,1
2568,23,rejestracja zmiana kapital w medica sp. z o.o.,0
2569,23,zawarcie umowy jv przez z.a. anwil,1
2570,23,zwolanie zwza,0
2571,23,upadlosc petrogaz nowa brzeznica sp. z o.o.,0
2572,23,projekt uchwala na zwza w dzien 28 czerwiec 2002 rok,1
2573,23,zmiana projekt uchwala w sprawa podzial zysk,1
2574,23,liczba akcja w posiadanie the bank of new york,1
2575,23,kluczowy dane operacyjny,0
2576,23,spolka kulczyk holding posiadac 23 911 206 akcja,0
2577,23,zmiana w sklad rad nadzorczy spolka,1
2578,23,tekst jednolity statut,1
2579,23,wygasniecie mandat czlonek zarzad p. krzysztofa cetnar,1
2580,23,uchylic decyzja iks w rafineria trzebinia,1
2581,23,wykaz akcjonariusz po zwz w dzien 28 czerwiec 2002 r.,1
2582,23,rejestracja polaczyc spolka,1
2583,23,zmiana w sklad zarzad,1
2584,23,podpisac list intencyjny z agrofert holding a.s.,1
2585,23,podpisac list intencyjny z agrofert holding a.s.,1
2586,23,zwolanie nwz,0
2587,23,liczba akcja w posiadanie the bank of new york,1
2588,23,podwyzszenie kapital zakladowy transport nowa sol,0
2589,23,oferta objecia 18000 akcja puma ship service,1
2590,23,projekt uchwala nwz,1
2591,23,projekt uchwala nwz,1
2592,23,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
2593,23,wplyw wycena zapas na skonsolidowac wynik finansowy,1
2594,23,wplyw wycena zapas na skonsolidowac wynik finansowy,1
2595,23,ssprawozdanie finansowy za 2 kwartal 2002 rok wedlug mssf,1
2596,23,korekta projekt uchwala nwz,0
2597,23,oferta nabycie obligacja seria a zamienny na akcja seria d,1
2598,23,tresc uchwala podjac przez nwz w dzien 30 sierpien 2002 rok,0
2599,23,akcjonariusz 5 proc.,0
2600,23,skonsolidowac raport polroczny sa psr,1
2601,23,deklaracja,1
2602,23,chec pozyskanie pakiet akcja rg,0
2603,23,list intencyjny i orbis,1
2604,23,umowa z nordea bank sweden ab,1
2605,23,zaproszenie od rotch energy,1
2606,23,porozumienie z rotch energy limited,1
2607,23,umowa o utworzyc spolka joint venture przez basell i,1
2608,23,list intencyjny z agrofert holding a.s.,0
2609,23,zarejestrowac podwyzszenie kapital ship service,0
2610,23,zmiana termin uzgodnienie umowic handlowy,0
2611,23,podwyzszenie kapital zakladowy spolka samrelaks,0
2612,23,podwyzszenie kapital zakladowy spolka zawitac,0
2613,23,podwyzszenie kapital zakladowy spolka,0
2614,23,podpisac umowic handlowy,0
2615,23,wybor biegly rewident,0
2616,23,kulczyk holding i orbis podpisac aneks do umowic,0
2617,23,sprzedaz akcja spolka lg petro bank,1
