1347,27,raport kwartalny,1
1348,27,projekt uchwala na zwza,1
1349,27,skonsolidowac sprawozdanie finansowy msr,1
1350,27,uchwala podjac na zwza,1
1351,27,zostanš utworzyc nowe spolka transportowy,1
1352,27,projekt uchwala na nwza,1
1353,27,zmiana w zatrudnienie,1
1354,27,uchwala nwza,0
1355,27,podziemny magazyn paliwo,1
1356,27,wstepny okolnik ofertowy,1
1357,27,od 1 lipiec 2000 r. regionalny biuro handel detaliczny,1
1358,27,uruchomic produkcja polietylen,1
1359,27,decyzja kpwig,0
1360,27,zmiana w zarzšdzie spolka,1
1361,27,uzupelnienie raport roczny,1
1362,27,wynik finansowy,1
1363,27,zmiana w tre?ci prospekt emisyjny akcja seria d,1
1364,27,zbycie akcja spolka,1
1365,27,porozumienie z abn amro n.v.,1
1366,27,odwolanie od decyzja uokik,1
1367,27,emisja obligacja zamienny seria a,1
1368,27,raport polroczny,0
1369,27,termin raport sa ps,0
1370,27,raport polroczny skonsolidowac msr,0
1371,27,produkcja nowe olej,0
1372,27,wypowiedzenie uklad zbiorowy praca,0
1373,27,raport polroczny skonsolidowac,0
1374,27,umowa z bank handlowy,1
1375,27,zwrot zaleglo?ci podatkowy,0
1376,27,umowa z roland berger & partner,1
1377,27,uchylic kar nalozyc przez uokik,1
1378,27,umowa kredytowy,0
1379,27,uruchomic instalacja do kompozyt benzyna,0
1380,27,raport kwartalny,0
1381,27,nabycie akcja spolka z.a. anwil,0
1382,27,nabycie akcja z.a. anwil,0
1383,31,zmiana w sklad rad nadzorczy,0
1384,27,instalacja hydroodsiarczania olej napedowy vi,0
1385,27,termin i porzadek obrada nwza,0
1386,27,skonsolidowac skrocic sprawozdanie finansowy wg. msr,0
1387,27,termin przekazywac raport okresowy w 2001 r.,1
1388,27,uruchomic instalacja reforming vi,0
1389,27,zawarcie umowy na dostawa ropa,0
1390,27,zaprzestanie produkcja benzyna etylizowac etylina 94,0
1391,27,rezygnacja przewodniczacy rad nadzorczy,0
1392,27,sprzedaz przez petroeltech sp. z o.o. akcja spolka,1
1393,27,rezygnacja czlonek rn,1
1394,27,przerwa w nwza,1
1395,27,umowa na zakup lekki ropa naftowy,1
1396,27,umowa na dostawa ropa z petrobaltic sp. z o.o.,1
1397,27,zakup akcja spolka bht dromech,1
1398,27,uzupelnienie do raport,1
1399,27,przerwa w obrada nwza,1
1400,27,rejestracja spolka koltrans sp. z o.o.,1
1401,27,rejestracja zaklad urzadzenie dystrybucyjny sp. z o.o.,0
1402,27,umowa na dostawa ropa naftowy z veba supply & trading gmbh,0
1403,27,zawarcie umowic sprzedaz produkt,1
1404,27,korekta raport biezacy,1
1405,27,ekodisel plus 50,1
1406,27,nwza zakonczyc obrady ustalac zmiana w sklad rn,1
1407,27,korekta raport numer 4/2001,1
1408,27,uchwala po nwza podjac w dzien 10 styczen 2001 r.,1
1409,27,franklin resources  inc. posiadac ponad 5  akcja,1
1410,27,transakcja z podmiot zalezny,1
1411,27,laczyc spolka,1
1412,27,raport kwartalny,1
1413,27,umowy z silesia sp. z o.o. i pgnig,1
1414,27,rozbudowa elektrocieplownia w,1
1415,27,zaplata za akcja polkomtel,1
1416,27,zgoda uokik,1
1417,27,m.mroczkowski czasowo prezes zarzad spolka polkomtel,1
1418,27,korekta raport numer 17/2001,1
1419,27,raport roczny,0
1420,27,nabycie udzial przez petrogaz plock sp. z o.o.,0
1421,27,korekta raport numer 19/2001,0
1422,27,termin i porzadek obrada zwza,0
1423,27,przekazac do gus wynik po i kwartal 2001 r.,1
1424,27,raport kwartalny sa q,1
1425,27,wynik za rok 2000 wedlug msr,1
1426,27,program level i dla w stan zjednoczyc,0
1427,27,uchwala podjac przez zwza 14 maja 2001 rok,1
1428,27,skonsolidowac raport kwartalny sa qs,1
1429,31,zmiana w sklad rad nadzorczy,1
1430,27,wplyw metoda wycena zapas na wynik finansowy,0
1431,27,skonsolidowac sprawozdanie finansowy za i kwartal 2001,0
1432,27,akcja premiowy,1
1433,27,akcjonariusz 5 ,1
1434,27,zwolanie nwza na dzien 6 lipiec 2001 rok,0
1435,27,w wybor wiceprzewodniczacego i sekretarz rn,1
1436,27,nabycie akcja spolka zaklady azotowy anwil od biga bg,1
1437,27,projekt uchwala na nwza,1
1438,27,pozyczka dla polkomtel,1
1439,27,program rozwoj spolka na latac 2001 2010,1
1440,27,nabycie udzial spolka el dystrybucja sp. z o.o.,1
1441,27,uchwala na nwza,1
1442,27,zbycie udzial spolka petrogaz inowroclaw sp. z o.o.,0
1443,27,emerging markets growth fund.  inc w posiadanie ponad 5  akcja,0
1444,27,przedluzenie umowy z bmp trading gmbh&co.kg,1
1445,27,franklin resources  inc. zmniejszyc liczba akcja,1
1446,27,obligacja zamienny na akcja dla czlonek zarzad,1
1447,27,wynik finansowy,1
1448,27,emisja obligacji.,0
1449,27,emisja obligacja   pierwsza seria,0
1450,27,emisja obligacja pierwsza seria   korekta,0
1451,27,trzeci etap prywatyzacja,0
1452,27,emisja obligacja (druga i trzecia seria),0
1453,27,raport kwartalny sa q,0
1454,27,zatwierdzenie przez rn strategia na latac 2001 2005,1
1455,27,porozumienie o wspolpraca z nafta polski,0
1456,27,trzeci etap prywatyzacja,0
1457,27,skonsolidowac raport kwartalny,0
1458,27,otwarcie postepowanie ukladowy,0
1459,27,raport polroczny skonsolidowac w inny termin,1
1460,27,planowy remont olefina ii,1
1461,27,zmiana kapital zakladowy koltrans sp. z o.o.,1
1462,27,zlozenie podanie o upadlosc firma bht dromech,1
1463,27,wstrzymanie wydawanie i umarzac kwit depozytowy,1
1464,27,wplyw metoda wycena zapas na wynik finansowy,1
1465,27,raport polroczny skonsolidowac,1
1466,27,raport polroczny skonsolidowac   poprawic,1
1467,27,sprawozdanie finansowy za 1 polrocze 2001 wedlug msr,1
1468,27,skonsolidowac raport polroczny sa ps,1
1469,27,wznowienie wydawanie i umarzac kwit depozytowy,1
1470,27,zmiana sklad rad nadzorczy spolka,1
1471,27,zaprzeczenie informacja dotyczyc rzekomy naduzyc,1
1472,27,rn aprobowac program rozwoj czesc petrochemiczny,0
1473,27,oswiadczenie o objecie 6 020 udzial w petrogaz sp. z o.o.,0
1474,27,ogloszenie upadlosc bht dromech,0
1475,27,pozyczka dla polkomtel,0
1476,27,przystapienie do negocjacja z mol   3 etap prywatyzacja,0
1477,27,przedluzenie remont olefina ii,0
1478,27,zarejestrowac spolka zawitac swinoujscie sp. z o.o.,0
1479,27,dane przekazac do gus za iii kwartal 2001,0
1480,27,korekta raport biezacy numer 75/2001,0
1481,27,przedluzenie umowy o wylacznosc rozmowic z firma basell,0
1482,27,raport kwartalny,0
1483,27,zwolanie nwza,0
1484,27,zmiana termin skonsolidowac raport za 3 kwartal,0
1485,27,skonsolidowac raport kwartalny sa qs,0
1486,27,wplyw metoda wycena zapas na wynik finansowy,0
1487,27,skonsolidowac sprawozdanie finansowy po 3 kw. 2001 wedlug msr,0
1488,27,rejestracja spolka samrelaks machocice sp. z o.o.,0
1489,27,sprzedaz udzial spolka el dystrybucja sp. z o.o.,1
1490,31,zmiana w sklad rad nadzorczy,1
1491,27,termin przekazywac raport okresowy,1
1492,27,postepowanie likwidacyjny petrogaz nowa brzeznica,1
1493,27,sprzedaz udzial spolka p.u. zielen sp. z o.o.,0
1494,27,zawarcie kontrakt na dostawa paliwo,0
1495,27,podwyzszenie kapital sanatorium uzdrowiskowy krystynka,0
1496,27,fitch przyznac ocena kredytowy,0
1497,27,umowa z firma brytyjski kbc process technology ltd.,0
1498,27,umowa z abb lumus global gmbh,0
1499,27,ilosciowy sprzedaz detaliczny za 4 kw. oraz za 2 polrocze 2001,0
1500,27,realizacja celi  kluczowy parametr planowanie na 2002 2005,0
1501,27,zmiana porzadek obrada nwza,0
1502,27,zawarcie umowy z shell global solutions b.v.,0
1503,27,kontrola skarbowy w rafineria trzebinia,0
1504,27,projekt uchwala,0
1505,27,podwyzszenie kapital zakladowy w petrotel sp. z o.o.,0
1506,27,korekta raport numer 11/2002,0
1507,27,liczba akcja w posiadanie the bank of new york,1
1508,27,odwolanie prezes zarzad,1
1509,27,skladanie wyjasnienie w prokuratura okregowy przez prezes zarzad,1
1510,27,zmiana w zarzad i rad nadzorczy,1
1511,27,wstrzymanie wykonanie decyzja iks w rafineria trzebinia,1
1512,27,decyzja the bank of new york,1
1513,27,zmiana w projekt uchwala na nwza w dzien 21 luty,1
1514,27,raport kwartalny sa q,1
1515,27,uchwala nwza,1
1516,27,wyrok sad najwyzszy,1
1517,27,zakup akcja ship service,1
1518,31,zmiana w sklad rad nadzorczy,1
1519,27,podwyzszenie kapital akcyjny cpn serwis rzeszow sp. z o.o.,1
1520,27,zmiana liczba akcja w posiadanie the bank of new york,1
1521,27,wykaz akcjonariusz,1
1522,27,skonsolidowac raport kwartalny sa qs,1
1523,27,wniosek o upadlosc spolka petrogaz nowa brzeznica,1
1524,27,zmiana w sklad zarzad,1
1525,27,podzial funkcja pomiedzy wiceprezes zarzad,0
1526,27,wpis do rejestr zastaw skarbowy,0
1527,27,termin przekazywac raport okresowy w 2002 rok,1
1528,27,emerging markets growth fund. zmniejszyc liczba akcja,1
1529,27,objecie 3.000 udzial spolka petrogaz plock sp. z o.o.,1
1530,27,podwyzszenie kapital zakladowy w petro oil sp. z o.o.,1
1531,27,zmiana w zarzad w polkomtel,0
1532,27,akcja gasic zbiornik w rafineria trzebina,1
1533,27,sytuacja w rafineria trzebinia calkowicie opanowany,1
1534,27,raport roczny sa r,1
1535,27,wplyw wycena zapas metoda lifo,0
1536,27,sprawozdanie finansowy wedlug mssf,0
1537,24,skonsolidowac raport roczny,0
1538,27,umowa kredyt dla iks solino,1
1539,27,rejestracja zmiana kapital w medica sp. z o.o.,0
1540,27,zawarcie umowy jv przez z.a. anwil,1
1541,27,zwolanie zwza,0
1542,27,upadlosc petrogaz nowa brzeznica sp. z o.o.,0
1543,27,projekt uchwala na zwza w dzien 28 czerwiec 2002 rok,1
1544,27,zmiana projekt uchwala w sprawa podzial zysk,1
1545,27,liczba akcja w posiadanie the bank of new york,1
1546,27,kluczowy dane operacyjny,0
1547,27,spolka kulczyk holding posiadac 23 911 206 akcja,0
1548,27,zmiana w sklad rad nadzorczy spolka,1
1549,27,tekst jednolity statut,1
1550,27,wygasniecie mandat czlonek zarzad p. krzysztofa cetnar,1
1551,27,uchylic decyzja iks w rafineria trzebinia,1
1552,27,wykaz akcjonariusz po zwz w dzien 28 czerwiec 2002 r.,1
1553,27,rejestracja polaczyc spolka,1
1554,27,zmiana w sklad zarzad,1
1555,27,podpisac list intencyjny z agrofert holding a.s.,1
1556,27,podpisac list intencyjny z agrofert holding a.s.,1
1557,27,zwolanie nwz,0
1558,27,liczba akcja w posiadanie the bank of new york,1
1559,27,podwyzszenie kapital zakladowy transport nowa sol,0
1560,27,oferta objecia 18000 akcja puma ship service,1
1561,27,projekt uchwala nwz,1
